County Code,Perm ID,Facility Name,Building #,Building Name,Building Status,SPC Rating,2007 Hazus Score (%),2010 Hazus Score (%),NPC Rating,Location 1,Count
04 - Butte,16464,Enloe Rehabilitation Center,BLD-00086,Rehabilitation Center,In Service,4,,,2,"Chico
(39.7541924, -121.8676453)",1
04 - Butte,10014,Feather River Hospital,BLD-00125,Upper Hospital,In Service,2,0.00,,2,"Paradise
(39.7575226, -121.5691833)",1
04 - Butte,10014,Feather River Hospital,BLD-00126,Dietary Building,Not an Independent Building,N/A,,,NYA,"Paradise
(39.7575226, -121.5691833)",1
04 - Butte,10014,Feather River Hospital,BLD-00127,X-Ray/ER/ICU Building,In Service,4s,,,2,"Paradise
(39.7575226, -121.5691833)",1
04 - Butte,10014,Feather River Hospital,BLD-00128,Cardiac Cath. Lab Building,In Service,4s,,,2,"Paradise
(39.7575226, -121.5691833)",1
04 - Butte,10014,Feather River Hospital,BLD-00129,Perinatal Services Building,In Service,4,,,2,"Paradise
(39.7575226, -121.5691833)",1
04 - Butte,10014,Feather River Hospital,BLD-00130,HVAC Building,In Service,4,,,2,"Paradise
(39.7575226, -121.5691833)",1
04 - Butte,10014,Feather River Hospital,BLD-02726,Lower Hospital,In Service,2,0.00,,2,"Paradise
(39.7575226, -121.5691833)",1
04 - Butte,10014,Feather River Hospital,BLD-02937,Emergency Department Canopy,In Service,5,,,4,"Paradise
(39.7575226, -121.5691833)",1
04 - Butte,10014,Feather River Hospital,BLD-03739,Emergency Department Addition,In Service,5,,,4,"Paradise
(39.7575226, -121.5691833)",1
04 - Butte,10014,Feather River Hospital,BLD-03740,Loading Dock,In Service,5,,,4,"Paradise
(39.7575226, -121.5691833)",1
04 - Butte,10006,Orchard Hospital,BLD-00090,Main Hospital Building & Additions,In Service,2,0.54,,2,"Gridley
(39.367691, -121.6895599)",1
04 - Butte,10006,Orchard Hospital,BLD-00091,East Wing Addition,Not an Independent Building,N/A,,,N/A,"Gridley
(39.367691, -121.6895599)",1
04 - Butte,10006,Orchard Hospital,BLD-00092,North Wing Addition,Not an Independent Building,N/A,,,N/A,"Gridley
(39.367691, -121.6895599)",1
04 - Butte,10006,Orchard Hospital,BLD-00094,Boiler Building,In Service,2,0.02,,2,"Gridley
(39.367691, -121.6895599)",1
04 - Butte,10006,Orchard Hospital,BLD-00095,Warehouse Addition,Not an Independent Building,N/A,,,N/A,"Gridley
(39.367691, -121.6895599)",1
04 - Butte,10006,Orchard Hospital,BLD-00096,18 Bed Addition,Not an Independent Building,N/A,,,N/A,"Gridley
(39.367691, -121.6895599)",1
04 - Butte,10006,Orchard Hospital,BLD-00097,Surgical Addition,Not an Independent Building,N/A,,,N/A,"Gridley
(39.367691, -121.6895599)",1
04 - Butte,10006,Orchard Hospital,BLD-00098,X-Ray Addition,Not an Independent Building,N/A,,,N/A,"Gridley
(39.367691, -121.6895599)",1
04 - Butte,10006,Orchard Hospital,BLD-00099,Entry Addition,Not an Independent Building,N/A,,,N/A,"Gridley
(39.367691, -121.6895599)",1
04 - Butte,10006,Orchard Hospital,BLD-00100,ICU Addition,In Service,4,,,2,"Gridley
(39.367691, -121.6895599)",1
04 - Butte,10006,Orchard Hospital,BLD-03260,Waiting Room Addition,Proposed,5s,,,NYA,"Gridley
(39.367691, -121.6895599)",1
04 - Butte,10006,Orchard Hospital,BLD-03270,Connecting Corridor,Proposed,5s,,,NYA,"Gridley
(39.367691, -121.6895599)",1
04 - Butte,10006,Orchard Hospital,BLD-03285,Ambulance Canopy,Proposed,5s,,,NYA,"Gridley
(39.367691, -121.6895599)",1
04 - Butte,10006,Orchard Hospital,BLD-03425,Emergency Department Addition,Proposed,5s,,,NYA,"Gridley
(39.367691, -121.6895599)",1
04 - Butte,10006,Orchard Hospital,BLD-05481,Entrance Canopy,Under Construction,5s,,,NYA,"Gridley
(39.367691, -121.6895599)",1
04 - Butte,10019,Oroville Hospital,BLD-00134,1960 Original Building,In Service,2,0.07,,2,"Oroville
(39.5054054, -121.541008)",1
04 - Butte,10019,Oroville Hospital,BLD-00135,1963 Structural Addition,Not an Independent Building,N/A,,,N/A,"Oroville
(39.5054054, -121.541008)",1
04 - Butte,10019,Oroville Hospital,BLD-00136,1968 36 Bed Addition,Not an Independent Building,N/A,,,N/A,"Oroville
(39.5054054, -121.541008)",1
04 - Butte,10019,Oroville Hospital,BLD-00137,1971 X-Ray Addition,Not an Independent Building,N/A,,,N/A,"Oroville
(39.5054054, -121.541008)",1
04 - Butte,10019,Oroville Hospital,BLD-00138,1972 ICU Addition,Not an Independent Building,N/A,,,N/A,"Oroville
(39.5054054, -121.541008)",1
04 - Butte,10019,Oroville Hospital,BLD-00139,1974 ER Addition,In Service,4,,,2,"Oroville
(39.5054054, -121.541008)",1
04 - Butte,10019,Oroville Hospital,BLD-00140,1978 Pathology Addition,In Service,4,,,2,"Oroville
(39.5054054, -121.541008)",1
04 - Butte,10019,Oroville Hospital,BLD-00141,1979 Business/Lobby Addition,In Service,4,,,2,"Oroville
(39.5054054, -121.541008)",1
04 - Butte,10019,Oroville Hospital,BLD-00142,1979 Nuclear Medicine Addition,Not an Independent Building,N/A,,,NYA,"Oroville
(39.5054054, -121.541008)",1
04 - Butte,10019,Oroville Hospital,BLD-00143,1989 South Wing Addition,In Service,4s,,,2,"Oroville
(39.5054054, -121.541008)",1
04 - Butte,10019,Oroville Hospital,BLD-00144,1997 Addition,In Service,5s,,,2,"Oroville
(39.5054054, -121.541008)",1
04 - Butte,10019,Oroville Hospital,BLD-03175,1979 Kitchen/Dining Addition,In Service,4,,,2,"Oroville
(39.5054054, -121.541008)",1
04 - Butte,10019,Oroville Hospital,BLD-03844,1989 South Wing Addition - 1 story,In Service,4s,,,2,"Oroville
(39.5054054, -121.541008)",1
05 - Calaveras,10029,Mark Twain Medical Center,BLD-00131,North Wing,In Service,2,0.00,,2,"San Andreas
(38.1902046, -120.6700058)",1
05 - Calaveras,10029,Mark Twain Medical Center,BLD-00132,South Wing,In Service,4s,,,2,"San Andreas
(38.1902046, -120.6700058)",1
06 - Colusa,10032,Colusa Regional Medical Center,BLD-00133,Main Hospital,In Service,2,0.01,,1,"Colusa
(39.2073686, -122.0004366)",1
07 - Contra Costa,10049,Contra Costa Regional Medical Center,BLD-02468,1 - Main Hospital,In Service,5s,,,2,"Martinez
(38.0065689, -122.1331177)",1
07 - Contra Costa,10049,Contra Costa Regional Medical Center,BLD-02469,16 - Main Entrance Canopy,In Service,5s,,,3,"Martinez
(38.0065689, -122.1331177)",1
07 - Contra Costa,10049,Contra Costa Regional Medical Center,BLD-03719,2 - Clinical Lab,In Service,5s,,,2,"Martinez
(38.0065689, -122.1331177)",1
07 - Contra Costa,10049,Contra Costa Regional Medical Center,BLD-03852,Cafeteria,In Service,2,,0.30,3,"Martinez
(38.0065689, -122.1331177)",1
07 - Contra Costa,10049,Contra Costa Regional Medical Center,BLD-05505,Lower Generator Building,In Service,2,,,3,"Martinez
(38.0065689, -122.1331177)",1
07 - Contra Costa,10048,John Muir Medical Center-Concord Campus,BLD-02472,Original Hospital,In Service,1,,22.67,2,"Concord
(37.9840473, -122.0349298)",1
07 - Contra Costa,10048,John Muir Medical Center-Concord Campus,BLD-02473,C Wing,In Service,2,,,2,"Concord
(37.9840473, -122.0349298)",1
07 - Contra Costa,10048,John Muir Medical Center-Concord Campus,BLD-02474,Elevator/Stair Tower,Not an Independent Building,N/A,9.76,,N/A,"Concord
(37.9840473, -122.0349298)",1
07 - Contra Costa,10048,John Muir Medical Center-Concord Campus,BLD-02475,C Wing-East Wing-North West Element,Not an Independent Building,N/A,4.48,,N/A,"Concord
(37.9840473, -122.0349298)",1
07 - Contra Costa,10048,John Muir Medical Center-Concord Campus,BLD-02476,D Wing,In Service,1,7.03,,2,"Concord
(37.9840473, -122.0349298)",1
07 - Contra Costa,10048,John Muir Medical Center-Concord Campus,BLD-02477,D Wing-North Wing-Infill,Not an Independent Building,N/A,,,NYA,"Concord
(37.9840473, -122.0349298)",1
07 - Contra Costa,10048,John Muir Medical Center-Concord Campus,BLD-02478,C Wing Addition,In Service,2,,,2,"Concord
(37.9840473, -122.0349298)",1
07 - Contra Costa,10048,John Muir Medical Center-Concord Campus,BLD-02479,Linear Accelerator,In Service,4,,,2,"Concord
(37.9840473, -122.0349298)",1
07 - Contra Costa,10048,John Muir Medical Center-Concord Campus,BLD-02480,B Wing / Surgery Equipment Room,In Service,2,,1.11,2,"Concord
(37.9840473, -122.0349298)",1
07 - Contra Costa,10048,John Muir Medical Center-Concord Campus,BLD-02481,Surgery Equipment Room,Not an Independent Building,N/A,,,NYA,"Concord
(37.9840473, -122.0349298)",1
07 - Contra Costa,10048,John Muir Medical Center-Concord Campus,BLD-02482,Cancer Center,In Service,5,,,2,"Concord
(37.9840473, -122.0349298)",1
07 - Contra Costa,10048,John Muir Medical Center-Concord Campus,BLD-02483,Emergency Room,In Service,3,,,2,"Concord
(37.9840473, -122.0349298)",1
07 - Contra Costa,10048,John Muir Medical Center-Concord Campus,BLD-02484,Canopy,Not an Independent Building,N/A,,,N/A,"Concord
(37.9840473, -122.0349298)",1
07 - Contra Costa,10048,John Muir Medical Center-Concord Campus,BLD-02485,A Wing,In Service,3,,,2,"Concord
(37.9840473, -122.0349298)",1
07 - Contra Costa,10048,John Muir Medical Center-Concord Campus,BLD-02486,Linear Accelerator,In Service,5,,,2,"Concord
(37.9840473, -122.0349298)",1
07 - Contra Costa,10048,John Muir Medical Center-Concord Campus,BLD-02487,Central Plant,In Service,4,,,2,"Concord
(37.9840473, -122.0349298)",1
07 - Contra Costa,10048,John Muir Medical Center-Concord Campus,BLD-02488,Boiler Plant,In Service,4,,,2,"Concord
(37.9840473, -122.0349298)",1
07 - Contra Costa,10048,John Muir Medical Center-Concord Campus,BLD-02939,Canopy 1,In Service,5s,,,NYA,"Concord
(37.9840473, -122.0349298)",1
07 - Contra Costa,10048,John Muir Medical Center-Concord Campus,BLD-02940,Ambulance Canopy,In Service,5s,,,NYA,"Concord
(37.9840473, -122.0349298)",1
07 - Contra Costa,10048,John Muir Medical Center-Concord Campus,BLD-02941,Canopy 2,In Service,5s,,,NYA,"Concord
(37.9840473, -122.0349298)",1
07 - Contra Costa,10048,John Muir Medical Center-Concord Campus,BLD-02946,Canopy 3,In Service,5s,,,NYA,"Concord
(37.9840473, -122.0349298)",1
07 - Contra Costa,10048,John Muir Medical Center-Concord Campus,BLD-05223,E Tower,In Service,5s,,,NYA,"Concord
(37.9840473, -122.0349298)",1
07 - Contra Costa,10048,John Muir Medical Center-Concord Campus,BLD-05921,E-1,In Service,5s,,,NYA,"Concord
(37.9840473, -122.0349298)",1
07 - Contra Costa,10081,John Muir Medical Center-Walnut Creek Campus,BLD-00478,Original Hospital (Tower & Low Rise),In Service,2,0.49,,2,"Walnut Creek
(37.9141818, -122.0421336)",1
07 - Contra Costa,10081,John Muir Medical Center-Walnut Creek Campus,BLD-00479,Phase 2 Tower,In Service,2,0.47,,2,"Walnut Creek
(37.9141818, -122.0421336)",1
07 - Contra Costa,10081,John Muir Medical Center-Walnut Creek Campus,BLD-00480,Phase 2 Cafeteria / Cardiology,In Service,2,,,2,"Walnut Creek
(37.9141818, -122.0421336)",1
07 - Contra Costa,10081,John Muir Medical Center-Walnut Creek Campus,BLD-00481,Phase 2 ER / Radiology,In Service,2,,,2,"Walnut Creek
(37.9141818, -122.0421336)",1
07 - Contra Costa,10081,John Muir Medical Center-Walnut Creek Campus,BLD-00482,Phase 3 West Wing,In Service,3s,,,2,"Walnut Creek
(37.9141818, -122.0421336)",1
07 - Contra Costa,10081,John Muir Medical Center-Walnut Creek Campus,BLD-00484,MRI Addition,Not an Independent Building,N/A,,,N/A,"Walnut Creek
(37.9141818, -122.0421336)",1
07 - Contra Costa,10081,John Muir Medical Center-Walnut Creek Campus,BLD-02944,Central Plant,In Service,5s,,,NYA,"Walnut Creek
(37.9141818, -122.0421336)",1
07 - Contra Costa,10081,John Muir Medical Center-Walnut Creek Campus,BLD-05222,Phase 4 Tower,In Service,5s,,,NYA,"Walnut Creek
(37.9141818, -122.0421336)",1
07 - Contra Costa,10081,John Muir Medical Center-Walnut Creek Campus,BLD-05308,Phase 3  West Wing - East Portion,In Service,3s,,,2,"Walnut Creek
(37.9141818, -122.0421336)",1
07 - Contra Costa,18153,Kaiser Foundation Hospital - Antioch Medical Center,BLD-03744,Hospital Building,In Service,5s,,,NYA,"Antioch
(37.9518547, -121.7769241)",1
07 - Contra Costa,18153,Kaiser Foundation Hospital - Antioch Medical Center,BLD-03745,Central Utility Plant,In Service,5s,,,NYA,"Antioch
(37.9518547, -121.7769241)",1
07 - Contra Costa,17749,Kaiser Foundation Hospital - Richmond Campus,BLD-02453,Hospital Building,In Service,3,,,3,"Richmond
(37.937576, -122.36097)",1
07 - Contra Costa,17749,Kaiser Foundation Hospital - Richmond Campus,BLD-02454,Central Service Building,In Service,5,,,4,"Richmond
(37.937576, -122.36097)",1
07 - Contra Costa,10072,Kaiser Foundation Hospital - Walnut Creek,BLD-02447,Central Plant,In Service,4,,,2,"Walnut Creek
(37.8917542, -122.0595322)",1
07 - Contra Costa,10072,Kaiser Foundation Hospital - Walnut Creek,BLD-02448,North Addition (Hospital Tower),In Service,3,,,2,"Walnut Creek
(37.8917542, -122.0595322)",1
07 - Contra Costa,10072,Kaiser Foundation Hospital - Walnut Creek,BLD-02449,Phase 1 Hospital - Utility Expansion,In Service,3s,,,2,"Walnut Creek
(37.8917542, -122.0595322)",1
07 - Contra Costa,10072,Kaiser Foundation Hospital - Walnut Creek,BLD-02450,Phase II Hospital,In Service,5,,,2,"Walnut Creek
(37.8917542, -122.0595322)",1
07 - Contra Costa,10072,Kaiser Foundation Hospital - Walnut Creek,BLD-02451,Generator Plant,In Service,5s,,,2,"Walnut Creek
(37.8917542, -122.0595322)",1
07 - Contra Costa,10072,Kaiser Foundation Hospital - Walnut Creek,BLD-02452,"Waste, Gas Farm Enclosure",In Service,5s,,,2,"Walnut Creek
(37.8917542, -122.0595322)",1
07 - Contra Costa,10072,Kaiser Foundation Hospital - Walnut Creek,BLD-03504,Phase II Link Corridor,In Service,5s,,,2,"Walnut Creek
(37.8917542, -122.0595322)",1
07 - Contra Costa,16228,San Ramon Regional Medical Center,BLD-00276,Main Hospital,In Service,4,,,3,"San Ramon
(37.7770854, -121.9610464)",1
07 - Contra Costa,16228,San Ramon Regional Medical Center,BLD-03395,Rehabilitation Hospital,Not an Independent Building,N/A,,,N/A,"San Ramon
(37.7770854, -121.9610464)",1
07 - Contra Costa,16228,San Ramon Regional Medical Center,BLD-05620,ED Expansion,In Service,5s,,,NYA,"San Ramon
(37.7770854, -121.9610464)",1
07 - Contra Costa,16228,San Ramon Regional Medical Center,BLD-05621,OR Expansion,Under Construction,5s,,,NYA,"San Ramon
(37.7770854, -121.9610464)",1
07 - Contra Costa,16166,San Ramon Regional Medical Center South Building,BLD-03688,Rehabilitation Hospital,In Service,3,,,2,"San Ramon
(37.7772463, -121.9607292)",1
07 - Contra Costa,10052,Sutter Delta Medical Center,BLD-02461,Original Hospital,In Service,2,0.35,,2,"Antioch
(37.9837036, -121.8008118)",1
07 - Contra Costa,10052,Sutter Delta Medical Center,BLD-02462,ER / Lab Expansion,In Service,4,,,2,"Antioch
(37.9837036, -121.8008118)",1
07 - Contra Costa,10052,Sutter Delta Medical Center,BLD-02466,Nursing Tower,In Service,4,,,2,"Antioch
(37.9837036, -121.8008118)",1
07 - Contra Costa,10052,Sutter Delta Medical Center,BLD-02467,Ambulatory Services,In Service,5,,,2,"Antioch
(37.9837036, -121.8008118)",1
07 - Contra Costa,10052,Sutter Delta Medical Center,BLD-03032,Mechanical Building,Not an Independent Building,N/A,,,N/A,"Antioch
(37.9837036, -121.8008118)",1
07 - Contra Costa,10052,Sutter Delta Medical Center,BLD-03033,OR Storage Expansion,In Service,4,,,2,"Antioch
(37.9837036, -121.8008118)",1
07 - Contra Costa,10052,Sutter Delta Medical Center,BLD-03034,Entrance Canopy,In Service,4,,,2,"Antioch
(37.9837036, -121.8008118)",1
07 - Contra Costa,10052,Sutter Delta Medical Center,BLD-03484,Womens Center,In Service,5s,,,4,"Antioch
(37.9837036, -121.8008118)",1
07 - Contra Costa,10052,Sutter Delta Medical Center,BLD-03667,Nursing Tower - Central Plant,In Service,4,,,2,"Antioch
(37.9837036, -121.8008118)",1
07 - Contra Costa,10052,Sutter Delta Medical Center,BLD-03668,Nursing Tower - Dining Addition,In Service,4,,,2,"Antioch
(37.9837036, -121.8008118)",1
07 - Contra Costa,10052,Sutter Delta Medical Center,BLD-03669,Nursing Tower - Admin Building,In Service,4,,,2,"Antioch
(37.9837036, -121.8008118)",1
07 - Contra Costa,10052,Sutter Delta Medical Center,BLD-03670,Nursing Tower - Lobby Building,In Service,4,,,2,"Antioch
(37.9837036, -121.8008118)",1
08 - Del Norte,12784,Sutter Coast Hospital,BLD-01054,Hospital Building,In Service,4,,,4,"Crescent City
(41.7745094, -124.1940002)",1
08 - Del Norte,12784,Sutter Coast Hospital,BLD-01055,Special Care Unit,In Service,5,,,4,"Crescent City
(41.7745094, -124.1940002)",1
09 - El Dorado,10109,Barton Memorial Hospital,BLD-00485,Original and Nursing Wing Addition,In Service,2,,,2,"South Lake Tahoe
(38.91161, -119.997597)",1
09 - El Dorado,10109,Barton Memorial Hospital,BLD-00486,Two Story Addition,In Service,4,,,2,"South Lake Tahoe
(38.91161, -119.997597)",1
09 - El Dorado,10109,Barton Memorial Hospital,BLD-00487,Mechanical Plant and Addition,In Service,4,,,2,"South Lake Tahoe
(38.91161, -119.997597)",1
09 - El Dorado,10109,Barton Memorial Hospital,BLD-00488,MRI Addition,In Service,5,,,4,"South Lake Tahoe
(38.91161, -119.997597)",1
09 - El Dorado,10109,Barton Memorial Hospital,BLD-05600,New Central Utility Plant,Under Construction,5s,,,NYA,"South Lake Tahoe
(38.91161, -119.997597)",1
09 - El Dorado,10112,Marshall Medical Center,BLD-00489,Original Building (Bldg I),In Service,2,0.00,,2,"Placerville
(38.7255004, -120.7908884)",1
09 - El Dorado,10112,Marshall Medical Center,BLD-00490,1971 Addition No. 1 (Bldg II),In Service,2,0.00,,2,"Placerville
(38.7255004, -120.7908884)",1
09 - El Dorado,10112,Marshall Medical Center,BLD-00491,1971 Addition No. 2 (Bldg III),Not an Independent Building,N/A,,,NYA,"Placerville
(38.7255004, -120.7908884)",1
09 - El Dorado,10112,Marshall Medical Center,BLD-00492,1974 Addition (Bldg IV),In Service,4,,,2,"Placerville
(38.7255004, -120.7908884)",1
09 - El Dorado,10112,Marshall Medical Center,BLD-00493,1981 Addition No. 1 (Bldg V),In Service,4,,,2,"Placerville
(38.7255004, -120.7908884)",1
09 - El Dorado,10112,Marshall Medical Center,BLD-00494,1981 Addition No. 2 (Bldg VI),In Service,4,,,2,"Placerville
(38.7255004, -120.7908884)",1
09 - El Dorado,10112,Marshall Medical Center,BLD-00495,1988 Addition (Bldg VII),In Service,4,,,2,"Placerville
(38.7255004, -120.7908884)",1
09 - El Dorado,10112,Marshall Medical Center,BLD-00496,1991 Addition (Bldg VIII),Not an Independent Building,N/A,,,N/A,"Placerville
(38.7255004, -120.7908884)",1
09 - El Dorado,10112,Marshall Medical Center,BLD-00497,1964 Addition (Bldg IX),Not an Independent Building,N/A,,,NYA,"Placerville
(38.7255004, -120.7908884)",1
09 - El Dorado,10112,Marshall Medical Center,BLD-05594,2012 Addition,Under Construction,5s,,,NYA,"Placerville
(38.7255004, -120.7908884)",1
10 - Fresno,10162,Adventist Medical Center - Reedley,BLD-00513,Main Hospital Building,In Service,2,0.00,,2,"Reedley
(36.6078448, -119.4513356)",1
10 - Fresno,10162,Adventist Medical Center - Reedley,BLD-00514,Mechanical Building,In Service,2,0.00,,2,"Reedley
(36.6078448, -119.4513356)",1
10 - Fresno,10162,Adventist Medical Center - Reedley,BLD-00515,Rec. Room & Office Addition,In Service,2,0.00,,2,"Reedley
(36.6078448, -119.4513356)",1
10 - Fresno,10162,Adventist Medical Center - Reedley,BLD-00516,Lab & Storage Addition,In Service,4,,,2,"Reedley
(36.6078448, -119.4513356)",1
10 - Fresno,10162,Adventist Medical Center - Reedley,BLD-00517,Canopy Addition,In Service,4,,,2,"Reedley
(36.6078448, -119.4513356)",1
10 - Fresno,10162,Adventist Medical Center - Reedley,BLD-00518,Birthing Center,In Service,5,,,2,"Reedley
(36.6078448, -119.4513356)",1
10 - Fresno,10162,Adventist Medical Center - Reedley,BLD-02949,LDR Addition,In Service,5s,,,2,"Reedley
(36.6078448, -119.4513356)",1
10 - Fresno,10162,Adventist Medical Center - Reedley,BLD-05522,ER / Radiology / Clinic Addition,In Service,5s,,,2,"Reedley
(36.6078448, -119.4513356)",1
10 - Fresno,10162,Adventist Medical Center - Reedley,BLD-05681,Generator Shed,In Service,2,,,2,"Reedley
(36.6078448, -119.4513356)",1
10 - Fresno,10160,Adventist Medical Center - Selma,BLD-00507,Medical / Surgical / Birthing,In Service,2,0.00,,1,"Selma
(36.5679474, -119.5984116)",1
10 - Fresno,10160,Adventist Medical Center - Selma,BLD-00508,Maintenance Building,In Service,2,0.01,,1,"Selma
(36.5679474, -119.5984116)",1
10 - Fresno,10160,Adventist Medical Center - Selma,BLD-00509,Nursing Wing,In Service,2,0.00,,1,"Selma
(36.5679474, -119.5984116)",1
